IRAC1,IRAC2,IRAC3,IRAC4,hst.acs.wfc.F606W,hst.acs.wfc.F814W,hst.wfc3.ir.F125W,hst.wfc3.ir.F140W,hst.wfc3.ir.F160W,jwst.miri.F1000W,jwst.miri.F1280W,jwst.miri.F1500W,jwst.miri.F1800W,jwst.miri.F2100W,jwst.miri.F770W,jwst.nircam.F115W,jwst.nircam.F150W,jwst.nircam.F200W,jwst.nircam.F277W,jwst.nircam.F356W,jwst.nircam.F410M,jwst.nircam.F444W,sfh.sfr100Myrs,stellar.m_star,agn.fracAGN,universe.redshift
0.0036913241728602176,0.0020754876109375054,0.0031607741369641456,0.003691969879595469,6.518723150927587e-07,1.8565572697995454e-06,1.415992133763445e-05,2.4473102126931384e-05,3.63009579007933e-05,0.0038845194266701214,0.0057473132186248105,0.008250218611188683,0.016146528241743282,0.025740427510127988,0.0037453315041419267,9.469370633535863e-06,3.300310501197894e-05,0.00012448804659109726,0.0005001257938729605,0.0011563882630044881,0.0016490630565004357,0.0019733554025422144,4.2111404700495365,1828083168.0289855,0.7,1.857
4.484447621171277,3.7505775983550187,4.541808114873943,4.484104628892146,0.0018591379603566432,0.0030739650282303192,0.022116677158861772,0.04843061573486312,0.08890490333985322,3.719762521299121,4.662039743069162,5.152317247661227,5.823309795968336,6.440266955537109,4.663558540961813,0.01275723347517851,0.07844220455141875,0.40143133001636977,1.4384255513304216,2.6611433147503964,3.341365890301885,3.650439924348874,11.179243086710239,7204615630.845837,0.99,1.104
0.128383908573722,0.1873249243652681,0.14913125901019753,0.12838005510919795,0.3417394423736193,0.3584811108694296,0.3357996301541987,0.3259615494185153,0.322426939618285,0.17970634463310145,0.7096468488743535,0.19516848475775386,1.3388709761337354,1.6885269080550454,0.13387637390313625,0.3255997519177461,0.3177020698158193,0.3313151859584058,0.25055317033647456,0.20395184529627775,0.18331549889271115,0.18674664215999756,11.111018519424396,6555839567.24583,0.3,0.205
0.0005797887804995052,0.0003848090071367143,0.000507517993536197,0.0005798063112104727,6.199558848397595e-08,6.657037846514207e-07,1.3061230108071128e-05,2.290810118217602e-05,3.514460258721627e-05,0.0005587130491657635,0.0008020611795097034,0.0008862208217138781,0.001043688593291732,0.001237951086010029,0.0005978926433013558,8.326852226140101e-06,3.185384103101628e-05,8.577780438904504e-05,0.00018545039984226727,0.0002808531565841067,0.0003483577970489475,0.0003765988441462539,5.685790371087371,3937066897.8319836,0.8,5.081
0.0008928645150971944,0.0005772205034297506,0.0009610237567587983,0.0008933874210843473,7.822994069125991e-05,0.00015015990674787597,0.00026185321279117757,0.0002681191666081755,0.0003269371517598724,0.003079240280006397,0.008332251949889846,0.006582077684542775,0.008273460048366788,0.010752492228821648,0.0008095537853917203,0.00023706586485005735,0.0003145617438174662,0.00044283725130429575,0.00058731622731658,0.0006328276055192944,0.0005591189396086279,0.000575389468426639,0.34978859317238153,122827118.65214707,0.1,0.697
0.001140925218122406,0.0007518116500915474,0.0009914153148371952,0.0011407739373983385,0.00027335716342735407,0.00025984869369095485,0.0002489951081518579,0.00028164818474330384,0.00033536129085129347,0.0009945921302961236,0.001169541708050616,0.001235948962697336,0.0013059921800859786,0.0013936762464499838,0.00117808836341598,0.00024458180472786075,0.00031823405038293803,0.00040758226586005075,0.00046399613799187085,0.0005748852904699478,0.000680834718840204,0.0007323968195017232,3.6722484402470887,1780281879.8359528,0.6,2.88
0.0445414284124454,0.032715781519995525,0.03640065905689268,0.04453203350102693,0.0004233646173136152,0.0009502264213535798,0.002905559145927614,0.004752378796414251,0.006494373498561715,0.04318025344924597,0.11805335841164902,0.19687359997512308,0.2934165579199532,0.2629849658578244,0.04680728409624533,0.0026959063773891547,0.005867634064339952,0.010825984739133715,0.01898507355122068,0.026488799370880882,0.031682467840252394,0.03235200254745565,15.794808889360482,7387788720.067776,0.4,1.17
0.0004353339718561688,0.000394001422510665,0.00046665531143177876,0.00043514474616410174,2.2216699054420936e-05,3.157049404761104e-05,6.350260826123428e-05,8.820815679484572e-05,0.000114150987849876,0.0003892885460439996,0.0007941172948905048,0.00047838534583672065,0.0007834448231433486,0.0029295041622013386,0.0004533491616649882,5.299265724372701e-05,0.00010811429855474434,0.00016239472079081799,0.00022946724703567904,0.0003400432718230154,0.0003598315711742188,0.00038625583237991804,3.6722484402470887,1780281879.8359528,0.0,2.543
3.682194718470214e-05,2.006602147340868e-05,3.0486531616844136e-05,3.6800897784663594e-05,7.175521732472406e-09,2.1888377424449373e-08,1.9186646770632085e-07,3.312417394877353e-07,5.122793721980694e-07,3.8940865887878905e-05,6.416862042308992e-05,6.746325455876126e-05,0.00011713009894556016,0.0003332093740734487,3.666449897828973e-05,1.2681813226629228e-07,4.5391410612717314e-07,1.3857844402916104e-06,4.715915674648286e-06,1.2336440587722833e-05,1.559144609532258e-05,1.8985739562073693e-05,0.34978859317238153,122827118.65214707,0.1,2.476
0.00010114045143277808,4.736797733533879e-05,5.869479374744377e-05,0.00010123758646926186,1.887155893749573e-08,7.47881779122191e-08,7.695052009750542e-07,1.1164048908432433e-06,1.480843817329561e-06,7.894136922458706e-05,0.00011451137159986317,0.00031627077649336576,0.0006652438543395221,0.0012456399142295306,7.125034936310485e-05,4.184965228966482e-07,1.4380537251646878e-06,5.124667713222944e-06,1.7399398148800574e-05,3.155722475763728e-05,3.982239048758836e-05,4.538895203814179e-05,0.17381325587840357,34516533.791649185,0.2,1.672
3.49373890141528e-05,7.040903936081701e-05,4.7098388544951396e-05,3.491897056139163e-05,6.310219813385429e-05,6.585296303183777e-05,6.570393257064857e-05,7.578040776621573e-05,8.243183760122269e-05,2.3224778393212516e-05,1.913394212376087e-05,1.7498422834186322e-05,2.1532479968153797e-05,8.408623157034606e-05,3.501193139095018e-05,7.526644271468073e-05,7.809635731299887e-05,7.434534816826789e-05,7.381034801401568e-05,7.72364552441307e-05,8.242440193280316e-05,7.28556100854702e-05,0.17381325587840357,34516533.791649185,0.1,1.175
0.0028631777277993275,0.0033029711386406133,0.0031945897491920247,0.0028628687170041806,1.2675548369889868e-06,1.5108593724890614e-05,0.00023720415315087797,0.00037280309823216275,0.0005333118103951047,0.0022408941351599477,0.0029776430390192083,0.0036525846641463754,0.004824406454877161,0.0052582476808688714,0.003004441225031019,0.00016292398616103715,0.0004915861092058767,0.0011458442597700837,0.0021431146664703526,0.0028620177491497823,0.0032519271810068136,0.0032871728546765375,4.753017277110186e-10,5570259953.947194,0.7,1.394
0.011543924050389617,0.018958480734822605,0.014486872814070599,0.011542636710988171,0.008786332591594859,0.017825599678058916,0.03269409346657414,0.035116693534387476,0.03668831570639998,0.00943079017699822,0.008721991711177135,0.008027090923923697,0.007571498988453377,0.0074469693270530065,0.011889448471445794,0.029764913720964296,0.03634117602187453,0.04283035703646975,0.03397136286070189,0.022162992259726642,0.020275461777639107,0.01927594173158698,4.753017277110186e-10,5570259953.947194,0.2,0.264
3.369905170026545e-06,8.820550465954486e-07,1.875599648096615e-06,3.3716599905890074e-06,9.708446729655291e-11,7.601607139280216e-10,4.131206237500507e-09,7.059176256221268e-09,1.1308498924355797e-08,4.818117597847052e-06,4.253016875000994e-06,4.474575228444852e-06,8.85508155513338e-06,4.659173730254646e-06,3.1752291604705217e-06,2.9666730523237507e-09,1.0124216666257948e-08,4.2047568754593616e-08,1.8429637474004994e-07,5.056718105010732e-07,6.24193851306422e-07,8.289781726341966e-07,0.17381325587840357,34516533.791649185,0.0,4.293
0.0018726634435544361,0.0009260612303188168,0.0014498607987793097,0.0018729199995794316,5.309402142435336e-05,0.00010944644708132547,0.00012297386370129816,0.00012529553485427186,0.00013197537400365565,0.001863355606047972,0.0022580278243854945,0.0024316807707367967,0.0027421613961497375,0.0028780826953255243,0.0018992708494762205,0.000122328949104726,0.00013025076511072775,0.0001835185173132085,0.00032933272509974283,0.0005651406883580504,0.0007388586333159784,0.0008802928680349853,7.302480684297791,1872962608.8169537,0.8,4.268
0.005283552315287481,0.0043763743838969105,0.005199296547116541,0.005283134934800872,0.0009816820512302642,0.0014155727118543675,0.001332353411286948,0.001346123468055985,0.0014147300182211862,0.004554444529804031,0.006294980410053873,0.007322867826603096,0.008693850205990016,0.010014285000059301,0.005514343937417915,0.0013430531787519855,0.0013950994489844298,0.0018976752672306236,0.0028846503314857836,0.003729681807146923,0.003965475903737068,0.00426463987852029,11.179243086710239,7204615630.845837,0.8,4.243
0.0037934476130271886,0.0034762199850546164,0.003894068882064356,0.003787196488791019,0.0008763490675780011,0.000884063745136808,0.0012859143787047208,0.0014358984973016156,0.0015019743598215808,0.004375557524542491,0.00491078295065199,0.007236816711021161,0.01666329610252512,0.02761648820745706,0.0036035188527360623,0.0011590301290564217,0.0015082434970619997,0.0019590285611392343,0.0025251220269749074,0.002952700488244915,0.003217057705823352,0.0034163184417758006,6.606216158060414,2040533337.7758002,0.4,1.83
0.006445617944275592,0.008584059192210246,0.008021726562804365,0.006444699560292735,0.00148965826044315,0.003585352181393862,0.006994230957501273,0.008068028136292347,0.008895079691150621,0.00504825342392183,0.005453302802999565,0.005792209322120146,0.006052021368115535,0.006814089391023549,0.006702981454933761,0.006186855514478599,0.008717734601932791,0.010246555444109188,0.01161872749789164,0.009010829089458772,0.00867814369540984,0.008610397015480442,0.06667344774514013,5335829744.497967,0.5,0.432
0.04508119068993585,0.04379288260428168,0.04804532873528154,0.04508398236585735,0.01849582646889538,0.01890766564086473,0.019167838488767974,0.0188137336038926,0.015878778447348706,0.03633558061212076,0.043365175472873864,0.04901328085675255,0.08014800901227837,0.08338514704736048,0.04713226610698738,0.019537443355467306,0.015260550727061978,0.020993161884273966,0.02901149186646741,0.04005689355947953,0.042776457600121776,0.04353316580022501,11.115510231085398,6421991732.397014,0.7,0.849
455.52792212051855,271.1960048297069,360.6103078040713,455.8604303727821,10.856709923424233,10.360283341657915,14.11182575532567,16.03964246221629,19.135030712179972,395.3697761005753,536.6696181589256,576.4370392487032,773.147632615575,908.9548886333808,470.12040443755023,13.141280322335433,18.23603869624253,40.893690057953926,107.84814841939325,198.8296976366913,241.2922217154706,263.81279889461206,7.8409968167113835,1920730553.8198452,0.7,0.02
0.0011267705242529369,0.0009291997895581272,0.001133716690612048,0.0011266373172466088,3.223467518601751e-06,5.7626818671594864e-06,1.863241511580337e-05,3.054960736686524e-05,4.572505672210063e-05,0.0009432336763466467,0.0013433090343693346,0.0012168240875798876,0.0014309385099045139,0.002449741152483039,0.0011745875825806516,1.4295382671870406e-05,4.117310943824123e-05,0.00012978683406968675,0.00036944217742439467,0.0006744962385164104,0.0008331033027627259,0.0009079881734622656,3.047230042428986,661088177.4070683,0.7,2.646
0.01788420989848821,0.009043403999132749,0.013023614990338378,0.017883594332515202,0.00025165050369292755,0.0003940113271123744,0.0007355167805643823,0.001047966871066896,0.0013245259423070091,0.018024572192215843,0.031599069722799744,0.04353048178729524,0.06162265690724413,0.05611030515620795,0.018312120422093226,0.0007520910270272202,0.0012054895101220621,0.001721745453668923,0.0030819859528644624,0.005609634528119812,0.007760335421322169,0.008720089686424359,2.3091320570525617,5527198911.59784,0.6,1.191
1.26736064463066,0.5718835266902655,0.8302033599525953,1.2678837220442527,0.0008997377607773922,0.0031136118978604657,0.0115917434863591,0.017009905147493155,0.021355713686077624,1.7311287455422804,2.7822785164729167,3.8414344018166893,5.120319752473857,6.517269338756483,1.193179457950179,0.007373824752571099,0.021003554429763982,0.045479131449309027,0.13872917488197076,0.2855347832083473,0.41220388661638474,0.5350136112957966,11.2420297803161,6615763193.310527,0.6,0.428
2.000657029601909,1.2253622841349476,1.286208546896648,2.003205781388098,0.001284427846239422,0.0034274181711892895,0.016541412362405434,0.03014535850363621,0.04585643341023433,3.582381407211893,3.24686815140318,4.219609682000795,4.877825109831963,4.767643684173015,1.8074112633990391,0.010520739951623202,0.0414970861021111,0.1393853671764479,0.42726350617128306,0.7408746333229511,0.9278791599710952,1.1653415946493566,11.115510231085398,6421991732.397014,0.5,0.398
7.824604313775541e-05,2.0723494607052717e-05,4.39562448085471e-05,7.83349739946442e-05,5.526257820334325e-10,7.459424100273278e-09,7.12663147970565e-08,1.4102234016279552e-07,2.4887505368318357e-07,0.00011379077996285372,0.00012836802895563361,0.00012551333515844614,0.0002526248808748581,0.0002682169044652532,7.43096686310334e-05,4.640640297026525e-08,2.1823213130073258e-07,1.0834111602831397e-06,5.120224059231653e-06,1.2450502920370953e-05,1.6723595911055987e-05,1.9721176167957483e-05,3.6722484402470887,1780281879.8359528,0.1,4.852
0.00045688251641247803,0.00025788678101933816,0.00033949601124417687,0.0004571224935080312,1.6337366481422303e-06,3.785176499702479e-06,9.424018666158305e-06,1.2779255035404204e-05,1.6614331880853563e-05,0.00044647477076293664,0.00042612365754023346,0.0009283350728012186,0.00046158173936138995,0.0005653157563864315,0.0004571190214835737,7.68047428157973e-06,1.5749208851302505e-05,4.781051361595373e-05,0.00010411866894313998,0.0001540475462818635,0.0002073888217016041,0.0002454218594687946,5.685790371087371,3937066897.8319836,0.0,3.553
0.0025659319918048124,0.0013166110228118866,0.0017403944432305262,0.00256656769360747,5.742694423502338e-07,3.0368358819270245e-06,3.004191099495203e-05,4.5185604391030565e-05,6.165709562169896e-05,0.002439078349687582,0.007385458601927218,0.013378415850354704,0.013357851006974824,0.010665713040031931,0.002705577513057193,1.9221614896941132e-05,6.041573426594689e-05,0.00017724430276566314,0.00047074063297747006,0.0009155575400635088,0.001171086595413729,0.0012841574792389697,0.7357085901435996,1564043330.8171496,0.3,1.089
0.0005960447507225514,0.0007758261413859624,0.0006891204816490337,0.0005958928341536661,0.00018976451183245582,0.00022442947519996567,0.0003882108716106163,0.00040948636143246775,0.00043982918269498396,0.0004679383361479676,0.0005612321304341985,0.0006150271649449286,0.0006974311793088711,0.0008053430758102591,0.0006199830267336931,0.0003793430306838517,0.00042882994450293944,0.0004839692769317067,0.000594082552813396,0.0007177261227513654,0.0007931605211427577,0.0007781856520651959,0.6540346777879207,757504032.5236071,0.5,1.282
0.016536382831542986,0.0074627239445073925,0.010239392864944238,0.01654142848692553,8.806717107617438e-05,0.00019551603048106094,0.00048542157918447874,0.0005961310702633359,0.0007056435035688069,0.02739487541326898,0.030452849093866145,0.051310378059777534,0.06506204175528842,0.09586726579598132,0.016764490577863795,0.00041577778553898395,0.0006574685033915453,0.0010730677884349122,0.0021955281896972197,0.003912256015903152,0.0060855192048995185,0.007085821088498144,0.2161696383495422,38273667.93605183,0.7,0.307
0.04692127570176906,0.023738310057441783,0.0370120113112904,0.04692945105778689,4.78891862783659e-05,9.937149772960138e-05,0.0002745180704137307,0.0003809930018350541,0.00048227192551019663,0.04763386070401202,0.09202939177354576,0.13547706049523087,0.21280334686035857,0.30848965772349546,0.0485350786067274,0.00020768687287104845,0.0004651336654028347,0.0012265234151665895,0.004989366621983975,0.012278101727355013,0.018237363795564013,0.022444935810592634,0.2161696383495422,38273667.93605183,0.9,0.405
9.002414988161505,1.522277289027697,2.7595693845858436,8.993160480294721,0.10537303353068976,0.1794038116267019,0.4905598441401364,0.57701230907195,0.676414354182698,5.6477091173595975,13.378125405384024,12.248396773899525,16.418864095298815,18.08967390818742,8.926908428131062,0.41774217643201644,0.6570482308195631,0.9850363330812145,1.0729417824834142,1.6509240500238942,1.4343699612247376,1.493101834769821,2.863449798133269,644786335.9695805,0.2,0.042
19.990143549996926,7.833784534818605,14.118088393394794,19.99454944094333,0.0008232975897791745,0.0019297741992231946,0.008423881379355277,0.014255474754392546,0.02441662424273861,20.916342887413226,24.74485292401486,25.235521749288377,26.242251793654802,27.1979734527871,20.07448959333358,0.006376590974067913,0.021565111187044145,0.12934383240236266,0.989298962806584,3.4230600484445035,5.713961640430731,7.323839147217187,11.01258228434216,6299220224.922709,0.99,0.676
0.03773155367751204,0.036189087001700364,0.040402954719109783,0.03772828095029034,0.05423553301386988,0.04918780807622954,0.049645942544166884,0.05451492189666014,0.052996868324561255,0.031141288256399457,0.09832349134880392,0.1470175125673893,0.11230601242282517,0.25965198385724453,0.0398404549216844,0.046831128450509296,0.05188414547591932,0.04844575719171324,0.049644208498419405,0.03588051301500014,0.03579274404848514,0.0361257788072899,5.227252144461264,2739953243.5891438,0.4,0.346
